State,County,Cases,County,Population,county matches county?,cases per pop
Michigan,Oakland,39629,Oakland,"1,257,584",TRUE,0.03151201
Michigan,Oceana,1025,Oceana,"26,467",TRUE,0.038727472
Michigan,Ogemaw,383,Ogemaw,"20,997",TRUE,0.018240701
Michigan,Ontonagon,254,Ontonagon,"5,720",TRUE,0.044405594
Michigan,Osceola,403,Osceola,"23,460",TRUE,0.017178176
Michigan,Oscoda,113,Oscoda,"8,241",TRUE,0.013711928
Michigan,Otsego,620,Otsego,"24,668",TRUE,0.025133777
Michigan,Ottawa,11264,Ottawa,"291,830",TRUE,0.038597814
Michigan,Presque Isle,184,Presque Isle,"12,592",TRUE,0.014612452
Michigan,Roscommon,465,Roscommon,"24,019",TRUE,0.019359674
Michigan,Saginaw,7198,Saginaw,"190,539",TRUE,0.037777043
Michigan,Sanilac,517,Sanilac,"41,170",TRUE,0.012557688
Michigan,Schoolcraft,163,Schoolcraft,"8,094",TRUE,0.020138374
Michigan,Shiawassee,1573,Shiawassee,"68,122",TRUE,0.023090925
Michigan,St. Clair,3527,St. Clair,"159,128",TRUE,0.022164547
Michigan,St. Joseph,2228,St. Joseph,"60,964",TRUE,0.036546158
Michigan,Tuscola,1394,Tuscola,"52,245",TRUE,0.026681979
Michigan,Van Buren,2274,Van Buren,"75,677",TRUE,0.03004876
Michigan,Washtenaw,8492,Washtenaw,"367,601",TRUE,0.023101134
Michigan,Wayne,56100,Wayne,"1,749,343",TRUE,0.032069183
Michigan,Wexford,460,Wexford,"33,631",TRUE,0.013677857
Minnesota,Aitkin,594,Aitkin,"15,886",TRUE,0.037391414
Minnesota,Anoka,18296,Anoka,"356,921",TRUE,0.051260643
Minnesota,Becker,1557,Becker,"34,423",TRUE,0.045231386
Minnesota,Beltrami,1696,Beltrami,"47,188",TRUE,0.035941341
Minnesota,Benton,2449,Benton,"40,889",TRUE,0.059893859
Minnesota,Big Stone,260,Big Stone,"4,991",TRUE,0.052093769
Minnesota,Blue Earth,3525,Blue Earth,"67,653",TRUE,0.05210412
Minnesota,Brown,1024,Brown,"25,008",TRUE,0.040946897
Minnesota,Carlton,1350,Carlton,"35,871",TRUE,0.037634858
Minnesota,Carver,3714,Carver,"105,089",TRUE,0.035341472
Minnesota,Cass,1094,Cass,"29,779",TRUE,0.036737298
Minnesota,Chippewa,704,Chippewa,"11,800",TRUE,0.059661017
Minnesota,Chisago,2624,Chisago,"56,579",TRUE,0.046377631
Minnesota,Clay,4144,Clay,"64,222",TRUE,0.064526175
Minnesota,Clearwater,396,Clearwater,"8,818",TRUE,0.044908142
Minnesota,Cook,54,Cook,"5,463",TRUE,0.009884679
Minnesota,Cottonwood,601,Cottonwood,"11,196",TRUE,0.053679886
Minnesota,Crow Wing,2908,Crow Wing,"65,055",TRUE,0.044700638
Minnesota,Dakota,17787,Dakota,"429,021",TRUE,0.041459509
Minnesota,Dodge,741,Dodge,"20,934",TRUE,0.035396962
Minnesota,Douglas,1964,Douglas,"38,141",TRUE,0.051493144
Minnesota,Faribault,444,Faribault,"13,653",TRUE,0.032520325
Minnesota,Fillmore,557,Fillmore,"21,067",TRUE,0.026439455
Minnesota,Freeborn,1279,Freeborn,"30,281",TRUE,0.042237707
Minnesota,Goodhue,1623,Goodhue,"46,340",TRUE,0.035023738
Minnesota,Grant,205,Grant,"5,972",TRUE,0.034326859
Minnesota,Hennepin,55721,Hennepin,"1,265,843",TRUE,0.044018887
Minnesota,Houston,567,Houston,"18,600",TRUE,0.030483871
Minnesota,Hubbard,867,Hubbard,"21,491",TRUE,0.040342469
Minnesota,Isanti,1502,Isanti,"40,596",TRUE,0.036998719
Minnesota,Itasca,1566,Itasca,"45,130",TRUE,0.034699756
Minnesota,Jackson,373,Jackson,"9,846",TRUE,0.037883404
Minnesota,Kanabec,475,Kanabec,"16,337",TRUE,0.029075106
Minnesota,Kandiyohi,3177,Kandiyohi,"43,199",TRUE,0.073543369
Minnesota,Kittson,157,Kittson,"4,298",TRUE,0.036528618
Minnesota,Koochiching,308,Koochiching,"12,229",TRUE,0.025186033
Minnesota,Lac qui Parle,295,Lac qui Parle,"6,623",TRUE,0.044541748
Minnesota,Lake,304,Lake,"10,641",TRUE,0.028568744
Minnesota,Lake of the Woods,78,Lake of the Woods,"3,740",TRUE,0.020855615
Minnesota,Le Sueur,1209,Le Sueur,"28,887",TRUE,0.041852737
Minnesota,Lincoln,286,Lincoln,"5,639",TRUE,0.050718212
Minnesota,Lyon,1747,Lyon,"25,474",TRUE,0.068579728
Minnesota,Mahnomen,219,Mahnomen,"5,527",TRUE,0.039623666
Minnesota,Marshall,375,Marshall,"9,336",TRUE,0.040167095
Minnesota,Martin,913,Martin,"19,683",TRUE,0.046385206
Minnesota,McLeod,1634,McLeod,"35,893",TRUE,0.045524197
Minnesota,Meeker,926,Meeker,"23,222",TRUE,0.03987598
Minnesota,Mille Lacs,1201,Mille Lacs,"26,277",TRUE,0.04570537
Minnesota,Morrison,1934,Morrison,"33,386",TRUE,0.057928473
Minnesota,Mower,2228,Mower,"40,062",TRUE,0.055613799
Minnesota,Murray,496,Murray,"8,194",TRUE,0.060532097
Minnesota,Nicollet,1361,Nicollet,"34,274",TRUE,0.039709401
Minnesota,Nobles,2887,Nobles,"21,629",TRUE,0.133478201
Minnesota,Norman,285,Norman,"6,375",TRUE,0.044705882
Minnesota,Olmsted,5800,Olmsted,"158,293",TRUE,0.036640913
Minnesota,Otter Tail,2328,Otter Tail,"58,746",TRUE,0.03962823
Minnesota,Pennington,466,Pennington,"14,119",TRUE,0.03300517
Minnesota,Pine,1055,Pine,"29,579",TRUE,0.035667196
Minnesota,Pipestone,612,Pipestone,"9,126",TRUE,0.067061144
Minnesota,Polk,2021,Polk,"31,364",TRUE,0.064436934
Minnesota,Pope,434,Pope,"11,249",TRUE,0.038581207
Minnesota,Ramsey,23623,Ramsey,"550,321",TRUE,0.042925856
Minnesota,Red Lake,167,Red Lake,"4,055",TRUE,0.041183724
Minnesota,Redwood,687,Redwood,"15,170",TRUE,0.04528675
Minnesota,Renville,620,Renville,"14,548",TRUE,0.042617542
Minnesota,Rice,3358,Rice,"66,972",TRUE,0.050140357
Minnesota,Rock,583,Rock,"9,315",TRUE,0.062587225
Minnesota,Roseau,874,Roseau,"15,165",TRUE,0.057632707
Minnesota,Scott,6884,Scott,"149,013",TRUE,0.046197312
Minnesota,Sherburne,4734,Sherburne,"97,238",TRUE,0.048684671
Minnesota,Sibley,632,Sibley,"14,865",TRUE,0.042515977
Minnesota,St. Louis,6766,St. Louis,"199,070",TRUE,0.033988044
Minnesota,Stearns,11593,Stearns,"161,075",TRUE,0.071972684
Minnesota,Steele,1543,Steele,"36,649",TRUE,0.042102104
Minnesota,Stevens,402,Stevens,"9,805",TRUE,0.04099949
Minnesota,Swift,457,Swift,"9,266",TRUE,0.049320095
Minnesota,Todd,1554,Todd,"24,664",TRUE,0.063006812
Minnesota,Traverse,114,Traverse,"3,259",TRUE,0.034980055
Minnesota,Wabasha,835,Wabasha,"21,627",TRUE,0.038609146
Minnesota,Wadena,638,Wadena,"13,682",TRUE,0.04663061
Minnesota,Waseca,1223,Waseca,"18,612",TRUE,0.065710294
Minnesota,Washington,11756,Washington,"262,440",TRUE,0.044795001
Minnesota,Watonwan,744,Watonwan,"10,897",TRUE,0.068275672
Minnesota,Wilkin,299,Wilkin,"6,207",TRUE,0.048171419
Minnesota,Winona,2334,Winona,"50,484",TRUE,0.04623247
Minnesota,Wright,6046,Wright,"138,377",TRUE,0.043692232
Minnesota,Yellow Medicine,508,Yellow Medicine,"9,709",TRUE,0.052322587
Mississippi,Adams,1318,Adams,"30,693",TRUE,0.042941387
Mississippi,Alcorn,1410,Alcorn,"36,953",TRUE,0.038156577
Mississippi,Amite,486,Amite,"12,297",TRUE,0.039521835
Mississippi,Attala,1038,Attala,"18,174",TRUE,0.057114559
Mississippi,Benton,480,Benton,"8,259",TRUE,0.058118416
Mississippi,Bolivar,2350,Bolivar,"30,628",TRUE,0.076727178
Mississippi,Calhoun,706,Calhoun,"14,361",TRUE,0.049160922
Mississippi,Carroll,680,Carroll,"9,947",TRUE,0.06836232
Mississippi,Chickasaw,1002,Chickasaw,"17,103",TRUE,0.058586213
Mississippi,Choctaw,298,Choctaw,"8,210",TRUE,0.036297199
Mississippi,Claiborne,572,Claiborne,"8,988",TRUE,0.063640409
Mississippi,Clarke,866,Clarke,"15,541",TRUE,0.05572357
Mississippi,Clay,843,Clay,"19,316",TRUE,0.043642576
Mississippi,Coahoma,1442,Coahoma,"22,124",TRUE,0.065178087
Mississippi,Copiah,1567,Copiah,"28,065",TRUE,0.05583467
Mississippi,Covington,1142,Covington,"18,636",TRUE,0.061279244
Mississippi,DeSoto,9358,DeSoto,"184,945",TRUE,0.050598827
Mississippi,Forrest,3548,Forrest,"74,897",TRUE,0.047371724
Mississippi,Franklin,308,Franklin,"7,713",TRUE,0.039932581
Mississippi,George,1188,George,"24,500",TRUE,0.048489796
Mississippi,Greene,573,Greene,"13,586",TRUE,0.042175769
Mississippi,Grenada,1340,Grenada,"20,758",TRUE,0.064553425
Mississippi,Hancock,1114,Hancock,"47,632",TRUE,0.023387639
Mississippi,Harrison,6666,Harrison,"208,080",TRUE,0.032035755
Mississippi,Hinds,9338,Hinds,"231,840",TRUE,0.040277778
Mississippi,Holmes,1223,Holmes,"17,010",TRUE,0.071898883
Mississippi,Humphreys,515,Humphreys,"8,064",TRUE,0.063864087
Mississippi,Issaquena,108,Issaquena,"1,327",TRUE,0.081386586
Mississippi,Itawamba,1424,Itawamba,"23,390",TRUE,0.060880718
Mississippi,Jackson,5947,Jackson,"143,617",TRUE,0.041408747
Mississippi,Jasper,788,Jasper,"16,383",TRUE,0.048098639
Mississippi,Jefferson,332,Jefferson,"6,990",TRUE,0.047496423
Mississippi,Jefferson Davis,528,Jefferson Davis,"11,128",TRUE,0.047447879
Mississippi,Jones,3371,Jones,"68,098",TRUE,0.049502188
Mississippi,Kemper,395,Kemper,"9,742",TRUE,0.040546089
Mississippi,Lafayette,3061,Lafayette,"54,019",TRUE,0.056665247
Mississippi,Lamar,2689,Lamar,"63,343",TRUE,0.042451415
Mississippi,Lauderdale,3224,Lauderdale,"74,125",TRUE,0.043494098
Mississippi,Lawrence,685,Lawrence,"12,586",TRUE,0.054425552
Mississippi,Leake,1292,Leake,"22,786",TRUE,0.056701483
Mississippi,Lee,4672,Lee,"85,436",TRUE,0.054684208
Mississippi,Leflore,1977,Leflore,"28,183",TRUE,0.070148671
Mississippi,Lincoln,1766,Lincoln,"34,153",TRUE,0.051708488
Mississippi,Lowndes,2218,Lowndes,"58,595",TRUE,0.037853059
Mississippi,Madison,4498,Madison,"106,272",TRUE,0.042325354
Mississippi,Marion,1071,Marion,"24,573",TRUE,0.043584422
Mississippi,Marshall,2029,Marshall,"35,294",TRUE,0.057488525
Mississippi,Monroe,1857,Monroe,"35,252",TRUE,0.052677862
Mississippi,Montgomery,703,Montgomery,"9,775",TRUE,0.071918159
Mississippi,Neshoba,2144,Neshoba,"29,118",TRUE,0.073631431
Mississippi,Newton,1016,Newton,"21,018",TRUE,0.048339519
Mississippi,Noxubee,678,Noxubee,"10,417",TRUE,0.065085917
Mississippi,Oktibbeha,2351,Oktibbeha,"49,587",TRUE,0.04741162
Mississippi,Panola,2050,Panola,"34,192",TRUE,0.059955545
Mississippi,Pearl River,1385,Pearl River,"55,535",TRUE,0.024939228
Mississippi,Perry,631,Perry,"11,973",TRUE,0.052701913
Mississippi,Pike,1582,Pike,"39,288",TRUE,0.040266748
Mississippi,Pontotoc,1875,Pontotoc,"32,174",TRUE,0.05827687
Mississippi,Prentiss,1359,Prentiss,"25,126",TRUE,0.0540874
Mississippi,Quitman,469,Quitman,"6,792",TRUE,0.069051826
Mississippi,Rankin,5078,Rankin,"155,271",TRUE,0.032704111
Mississippi,Scott,1452,Scott,"28,124",TRUE,0.051628502
Mississippi,Sharkey,300,Sharkey,"4,321",TRUE,0.069428373
Mississippi,Simpson,1394,Simpson,"26,658",TRUE,0.052291995
Mississippi,Smith,672,Smith,"15,916",TRUE,0.042221664
Mississippi,Stone,687,Stone,"18,336",TRUE,0.037467277
Mississippi,Sunflower,1852,Sunflower,"25,110",TRUE,0.073755476
Mississippi,Tallahatchie,941,Tallahatchie,"13,809",TRUE,0.068143964
Mississippi,Tate,1574,Tate,"28,321",TRUE,0.055577134
Mississippi,Tippah,1183,Tippah,"22,015",TRUE,0.053736089
Mississippi,Tishomingo,1031,Tishomingo,"19,383",TRUE,0.053190941
Mississippi,Tunica,590,Tunica,"9,632",TRUE,0.061254153
Mississippi,Union,1555,Union,"28,815",TRUE,0.053964949
Mississippi,Walthall,732,Walthall,"14,286",TRUE,0.051238975
Mississippi,Warren,1691,Warren,"45,381",TRUE,0.03726229
Mississippi,Washington,3002,Washington,"43,909",TRUE,0.068368672
Mississippi,Wayne,1142,Wayne,"20,183",TRUE,0.056582272
Mississippi,Webster,409,Webster,"9,689",TRUE,0.042212819
Mississippi,Wilkinson,368,Wilkinson,"8,630",TRUE,0.042641947
Mississippi,Winston,1116,Winston,"17,955",TRUE,0.062155388
Mississippi,Yalobusha,659,Yalobusha,"12,108",TRUE,0.054426825
Mississippi,Yazoo,1455,Yazoo,"29,690",TRUE,0.049006399
Missouri,Adair,976,Adair,"25,343",TRUE,0.038511621
Missouri,Andrew,681,Andrew,"17,712",TRUE,0.038448509
Missouri,Atchison,180,Atchison,"5,143",TRUE,0.034999028
Missouri,Audrain,921,Audrain,"25,388",TRUE,0.036276981
Missouri,Barry,1333,Barry,"35,789",TRUE,0.037246081
Missouri,Barton,588,Barton,"11,754",TRUE,0.050025523
Missouri,Bates,450,Bates,"16,172",TRUE,0.027825872
Missouri,Benton,711,Benton,"19,443",TRUE,0.036568431
Missouri,Bollinger,741,Bollinger,"12,133",TRUE,0.061073106
Missouri,Boone,9379,Boone,"180,463",TRUE,0.051971872
Missouri,Buchanan,4095,Buchanan,"87,364",TRUE,0.046872854
Missouri,Butler,1891,Butler,"42,478",TRUE,0.044517162
Missouri,Caldwell,334,Caldwell,"9,020",TRUE,0.037028825
Missouri,Callaway,2492,Callaway,"44,743",TRUE,0.055695863
Missouri,Camden,2252,Camden,"46,305",TRUE,0.048634057
Missouri,Cape Girardeau,4407,Cape Girardeau,"78,871",TRUE,0.055876051
Missouri,Carroll,353,Carroll,"8,679",TRUE,0.040672889
Missouri,Carter,259,Carter,"5,982",TRUE,0.043296556
Missouri,Cass,3281,Cass,"105,780",TRUE,0.031017206
Missouri,Cedar,411,Cedar,"14,349",TRUE,0.028643111
Missouri,Chariton,214,Chariton,"7,426",TRUE,0.028817668
Missouri,Christian,3380,Christian,"88,595",TRUE,0.038151137
Missouri,Clark,260,Clark,"6,797",TRUE,0.03825217
Missouri,Clay,4115,Clay,"249,948",TRUE,0.016463424
Missouri,Clinton,800,Clinton,"20,387",TRUE,0.039240693
Missouri,Cole,5426,Cole,"76,745",TRUE,0.070701674
Missouri,Cooper,1062,Cooper,"17,709",TRUE,0.059969507
Missouri,Crawford,1056,Crawford,"23,920",TRUE,0.044147157
Missouri,Dade,263,Dade,"7,561",TRUE,0.034783759
Missouri,Dallas,553,Dallas,"16,878",TRUE,0.032764546
Missouri,Daviess,301,Daviess,"8,278",TRUE,0.03636144
Missouri,DeKalb,496,DeKalb,"12,547",TRUE,0.039531362
Missouri,Dent,427,Dent,"15,573",TRUE,0.027419251
Missouri,Douglas,377,Douglas,"13,185",TRUE,0.028593098
Missouri,Dunklin,1558,Dunklin,"29,131",TRUE,0.053482544
Missouri,Franklin,4247,Franklin,"103,967",TRUE,0.0408495
Missouri,Gasconade,404,Gasconade,"14,706",TRUE,0.02747178
Missouri,Gentry,355,Gentry,"6,571",TRUE,0.054025263
Missouri,Greene,12531,Greene,"293,086",TRUE,0.042755369
Missouri,Grundy,459,Grundy,"9,850",TRUE,0.046598985
Missouri,Harrison,350,Harrison,"8,352",TRUE,0.04190613
Missouri,Henry,933,Henry,"21,824",TRUE,0.0427511
Missouri,Hickory,343,Hickory,"9,544",TRUE,0.03593881
Missouri,Holt,226,Holt,"4,403",TRUE,0.05132864
Missouri,Howard,422,Howard,"10,001",TRUE,0.04219578
Missouri,Howell,1499,Howell,"40,117",TRUE,0.037365705
Missouri,Iron,199,Iron,"10,125",TRUE,0.019654321
Missouri,Jackson,35871,Jackson,"703,011",TRUE,0.051024806
Missouri,Jasper,7548,Jasper,"121,328",TRUE,0.062211526
Missouri,Jefferson,9362,Jefferson,"225,081",TRUE,0.041593915
Missouri,Johnson,2261,Johnson,"54,062",TRUE,0.041822352
Missouri,Knox,120,Knox,"3,959",TRUE,0.030310685
Missouri,Laclede,1637,Laclede,"35,723",TRUE,0.045824819
Missouri,Lafayette,1331,Lafayette,"32,708",TRUE,0.040693408
Missouri,Lawrence,1742,Lawrence,"38,355",TRUE,0.045417807
Missouri,Lewis,404,Lewis,"9,776",TRUE,0.041325696
Missouri,Lincoln,2072,Lincoln,"59,013",TRUE,0.035110908
Missouri,Linn,280,Linn,"11,920",TRUE,0.023489933
Missouri,Livingston,714,Livingston,"15,227",TRUE,0.046890392
Missouri,Macon,544,Macon,"15,117",TRUE,0.035985976
Missouri,Madison,736,Madison,"12,088",TRUE,0.06088683
Missouri,Maries,324,Maries,"8,697",TRUE,0.037254226
Missouri,Marion,1549,Marion,"28,530",TRUE,0.054293726
Missouri,McDonald,1340,McDonald,"22,837",TRUE,0.058676709
Missouri,Mercer,68,Mercer,"3,617",TRUE,0.018800111
Missouri,Miller,1369,Miller,"25,619",TRUE,0.053436902
Missouri,Mississippi,684,Mississippi,"13,180",TRUE,0.051896813
Missouri,Moniteau,1110,Moniteau,"16,132",TRUE,0.068807339
Missouri,Monroe,326,Monroe,"8,644",TRUE,0.037714021
Missouri,Montgomery,287,Montgomery,"11,551",TRUE,0.024846334
Missouri,Morgan,972,Morgan,"20,627",TRUE,0.047122703
Missouri,New Madrid,1204,New Madrid,"17,076",TRUE,0.070508316
Missouri,Newton,2766,Newton,"58,236",TRUE,0.047496394
Missouri,Nodaway,1798,Nodaway,"22,092",TRUE,0.081386927
Missouri,Oregon,343,Oregon,"10,529",TRUE,0.032576693
Missouri,Osage,840,Osage,"13,615",TRUE,0.061696658
Missouri,Ozark,266,Ozark,"9,174",TRUE,0.028994986
Missouri,Pemiscot,1003,Pemiscot,"15,805",TRUE,0.06346093
Missouri,Perry,1372,Perry,"19,136",TRUE,0.071697324
Missouri,Pettis,2521,Pettis,"42,339",TRUE,0.059543211
Missouri,Phelps,1449,Phelps,"44,573",TRUE,0.032508469
Missouri,Pike,767,Pike,"18,302",TRUE,0.041907988
Missouri,Platte,1459,Platte,"104,418",TRUE,0.013972687
Missouri,Polk,1292,Polk,"32,149",TRUE,0.040187875
Missouri,Pulaski,1418,Pulaski,"52,607",TRUE,0.026954588
Missouri,Putnam,109,Putnam,"4,696",TRUE,0.023211244
Missouri,Ralls,393,Ralls,"10,309",TRUE,0.038122029
Missouri,Randolph,1075,Randolph,"24,748",TRUE,0.043437854
Missouri,Ray,602,Ray,"23,018",TRUE,0.026153445
Missouri,Reynolds,152,Reynolds,"6,270",TRUE,0.024242424
Missouri,Ripley,448,Ripley,"13,288",TRUE,0.03371463
Missouri,Saline,1442,Saline,"22,761",TRUE,0.063353983
Missouri,Schuyler,118,Schuyler,"4,660",TRUE,0.025321888
Missouri,Scotland,168,Scotland,"4,902",TRUE,0.034271726
Missouri,Scott,2326,Scott,"38,280",TRUE,0.0607628
Missouri,Shannon,320,Shannon,"8,166",TRUE,0.039186872
Missouri,Shelby,172,Shelby,"5,930",TRUE,0.029005059
Missouri,St. Charles,17328,St. Charles,"402,022",TRUE,0.043102119
Missouri,St. Clair,282,St. Clair,"9,397",TRUE,0.030009578
Missouri,St. Francois,4499,St. Francois,"67,215",TRUE,0.066934464
Missouri,St. Louis,44897,St. Louis,"994,205",TRUE,0.045158695
Missouri,St. Louis City,11393,St. Louis City,"300,576",TRUE,0.037903891
Missouri,Ste. Genevieve,909,Ste. Genevieve,"17,894",TRUE,0.050799151
Missouri,Stoddard,1418,Stoddard,"29,025",TRUE,0.048854436
Missouri,Stone,1058,Stone,"31,952",TRUE,0.033112168
Missouri,Sullivan,526,Sullivan,"6,089",TRUE,0.086385285
Missouri,Taney,2523,Taney,"55,928",TRUE,0.045111572
Missouri,Texas,880,Texas,"25,398",TRUE,0.034648398
Missouri,Vernon,590,Vernon,"20,563",TRUE,0.028692311
Missouri,Warren,1030,Warren,"35,649",TRUE,0.028892816
Missouri,Washington,1256,Washington,"24,730",TRUE,0.050788516
Missouri,Wayne,441,Wayne,"12,873",TRUE,0.034257749
Missouri,Webster,1644,Webster,"39,592",TRUE,0.04152354
Missouri,Worth,58,Worth,"2,013",TRUE,0.028812717
Missouri,Wright,717,Wright,"18,289",TRUE,0.039203893
Montana,Beaverhead,510,Beaverhead,"9,453",TRUE,0.053951127
Montana,Big Horn,1738,Big Horn,"13,319",TRUE,0.130490277
Montana,Blaine,476,Blaine,"6,681",TRUE,0.071246819
Montana,Broadwater,157,Broadwater,"6,237",TRUE,0.025172359
Montana,Carbon,519,Carbon,"10,725",TRUE,0.048391608
Montana,Carter,105,Carter,"1,252",TRUE,0.083865815
Montana,Cascade,4404,Cascade,"81,366",TRUE,0.054125802
Montana,Chouteau,227,Chouteau,"5,635",TRUE,0.04028394
Montana,Custer,642,Custer,"11,402",TRUE,0.056305911
Montana,Daniels,88,Daniels,"1,690",TRUE,0.052071006
Montana,Dawson,517,Dawson,"8,613",TRUE,0.060025543
Montana,Deer Lodge,656,Deer Lodge,"9,140",TRUE,0.071772429
Montana,Fallon,219,Fallon,"2,846",TRUE,0.076950105
Montana,Fergus,467,Fergus,"11,050",TRUE,0.042262443
Montana,Flathead,5583,Flathead,"103,806",TRUE,0.053783018
Montana,Gallatin,6353,Gallatin,"114,434",TRUE,0.055516717
Montana,Garfield,59,Garfield,"1,258",TRUE,0.046899841
Montana,Glacier,1145,Glacier,"13,753",TRUE,0.083254563
Montana,Golden Valley,22,Golden Valley,821,TRUE,0.02679659
Montana,Granite,113,Granite,"3,379",TRUE,0.033441847
Montana,Hill,1213,Hill,"16,484",TRUE,0.073586508
Montana,Jefferson,392,Jefferson,"12,221",TRUE,0.032075935
Montana,Judith Basin,46,Judith Basin,"2,007",TRUE,0.022919781
Montana,Lake,895,Lake,"30,458",TRUE,0.029384727
Montana,Lewis and Clark,2152,Lewis and Clark,"69,432",TRUE,0.030994354
Montana,Liberty,65,Liberty,"2,337",TRUE,0.027813436
Montana,Lincoln,655,Lincoln,"19,980",TRUE,0.032782783
Montana,Madison,369,Madison,"8,600",TRUE,0.042906977
Montana,McCone,82,McCone,"1,664",TRUE,0.049278846
Montana,Meagher,103,Meagher,"1,862",TRUE,0.055316864
Montana,Mineral,41,Mineral,"4,397",TRUE,0.009324539
Montana,Missoula,3985,Missoula,"119,600",TRUE,0.033319398
Montana,Musselshell,186,Musselshell,"4,633",TRUE,0.040146773
Montana,Park,509,Park,"16,606",TRUE,0.030651572
Montana,Petroleum,5,Petroleum,487,TRUE,0.01026694
Montana,Phillips,242,Phillips,"3,954",TRUE,0.061203844
Montana,Pondera,261,Pondera,"5,911",TRUE,0.044154965
Montana,Powder River,79,Powder River,"1,682",TRUE,0.046967895
Montana,Powell,394,Powell,"6,890",TRUE,0.057184325
Montana,Prairie,64,Prairie,"1,077",TRUE,0.059424327
Montana,Ravalli,1157,Ravalli,"43,806",TRUE,0.026411907
Montana,Richland,490,Richland,"10,803",TRUE,0.045357771
Montana,Roosevelt,1170,Roosevelt,"11,004",TRUE,0.106324973
Montana,Rosebud,837,Rosebud,"8,937",TRUE,0.093655589
Montana,Sanders,190,Sanders,"12,113",TRUE,0.015685627
Montana,Sheridan,226,Sheridan,"3,309",TRUE,0.06829858
Montana,Silver Bow,1639,Silver Bow,"34,915",TRUE,0.046942575
Montana,Stillwater,379,Stillwater,"9,642",TRUE,0.039307198
Montana,Sweet Grass,212,Sweet Grass,"3,737",TRUE,0.056729997
Montana,Teton,158,Teton,"6,147",TRUE,0.025703595
Montana,Toole,580,Toole,"4,736",TRUE,0.122466216
Montana,Treasure,28,Treasure,696,TRUE,0.040229885
Montana,Valley,524,Valley,"7,396",TRUE,0.070849108
Montana,Wheatland,94,Wheatland,"2,126",TRUE,0.044214487
Montana,Wibaux,73,Wibaux,969,TRUE,0.075335397
Montana,Yellowstone,9798,Yellowstone,"161,300",TRUE,0.060743955
Nebraska,Adams,1449,Adams,"31,363",TRUE,0.046200937
Nebraska,Antelope,291,Antelope,"6,298",TRUE,0.046205144
Nebraska,Arthur,14,Arthur,463,TRUE,0.030237581
Nebraska,Banner,13,Banner,745,TRUE,0.017449664
Nebraska,Blaine,14,Blaine,465,TRUE,0.030107527
Nebraska,Boone,278,Boone,"5,192",TRUE,0.053543914
Nebraska,Box Butte,517,Box Butte,"10,783",TRUE,0.047945841
Nebraska,Boyd,112,Boyd,"1,919",TRUE,0.058363731
Nebraska,Brown,149,Brown,"2,955",TRUE,0.050423012
Nebraska,Buffalo,3185,Buffalo,"49,659",TRUE,0.064137417
Nebraska,Burt,359,Burt,"6,459",TRUE,0.055581359
Nebraska,Butler,481,Butler,"8,016",TRUE,0.06000499
Nebraska,Cass,996,Cass,"26,248",TRUE,0.037945748
Nebraska,Cedar,313,Cedar,"8,402",TRUE,0.037253035
Nebraska,Chase,244,Chase,"3,924",TRUE,0.062181448
Nebraska,Cherry,161,Cherry,"5,689",TRUE,0.028300229
Nebraska,Cheyenne,398,Cheyenne,"8,910",TRUE,0.044668911
Nebraska,Clay,338,Clay,"6,203",TRUE,0.054489763
Nebraska,Colfax,1222,Colfax,"10,709",TRUE,0.114109627
Nebraska,Cuming,543,Cuming,"8,846",TRUE,0.061383676
Nebraska,Custer,409,Custer,"10,777",TRUE,0.037951192
Nebraska,Dakota,2995,Dakota,"20,026",TRUE,0.149555578
Nebraska,Dawes,420,Dawes,"8,589",TRUE,0.048899756
Nebraska,Dawson,1828,Dawson,"23,595",TRUE,0.077474041
Nebraska,Deuel,32,Deuel,"1,794",TRUE,0.017837235
Nebraska,Dixon,344,Dixon,"5,636",TRUE,0.061036196
Nebraska,Dodge,2569,Dodge,"36,565",TRUE,0.070258444
Nebraska,Douglas,35258,Douglas,"571,327",TRUE,0.061712469
Nebraska,Dundy,53,Dundy,"1,693",TRUE,0.031305375
Nebraska,Fillmore,289,Fillmore,"5,462",TRUE,0.052911022
Nebraska,Franklin,156,Franklin,"2,979",TRUE,0.052366566
Nebraska,Frontier,96,Frontier,"2,627",TRUE,0.036543586
Nebraska,Furnas,216,Furnas,"4,676",TRUE,0.046193328
Nebraska,Gage,1132,Gage,"21,513",TRUE,0.052619346
Nebraska,Garden,69,Garden,"1,837",TRUE,0.037561241
Nebraska,Garfield,86,Garfield,"1,969",TRUE,0.043676993
Nebraska,Gosper,101,Gosper,"1,990",TRUE,0.050753769
Nebraska,Grant,16,Grant,623,TRUE,0.025682183
Nebraska,Greeley,109,Greeley,"2,356",TRUE,0.046264856
Nebraska,Hall,4065,Hall,"61,353",TRUE,0.066255929
Nebraska,Hamilton,457,Hamilton,"9,324",TRUE,0.049013299
Nebraska,Harlan,115,Harlan,"3,380",TRUE,0.034023669
Nebraska,Hayes,38,Hayes,922,TRUE,0.041214751
Nebraska,Hitchcock,84,Hitchcock,"2,762",TRUE,0.030412744
Nebraska,Holt,486,Holt,"10,067",TRUE,0.048276547
Nebraska,Hooker,42,Hooker,682,TRUE,0.061583578
Nebraska,Howard,313,Howard,"6,445",TRUE,0.048564779
Nebraska,Jefferson,280,Jefferson,"7,046",TRUE,0.039738859
